applicant_id,team_applied_for,cover_letter,cv,gpa,gender,extracurriculars,work_experience
2390,Software,1,1,3.3,Man,2,2
2400,Software,1,1,2.8,Man,2,1
2410,Data,0,1,2.1,Man,1,1
2420,Data,1,1,2.9,Woman,1,1
2430,Software,1,1,2.6,Woman,1,1
2440,Software,1,1,2.7,Woman,1,0
2450,Software,1,1,2.3,Man,1,0
2460,Data,1,1,2.8,Woman,2,1
2470,Software,1,1,3.4,Woman,1,2
2480,Data,0,1,2.4,Woman,0,0
2490,Software,1,1,3,Man,2,0
2500,Software,1,1,2.9,Man,1,1
2510,Software,0,0,2.2,Woman,1,1
2520,Data,1,1,3.1,Woman,1,1
2530,Data,0,0,2.6,Man,1,1
2540,Data,1,1,2.3,Man,2,1
2550,Data,0,1,2,Woman,1,1
2560,Data,0,1,1.9,Woman,1,1
2570,Data,1,1,2.9,Man,1,1
2580,Software,1,1,3,Woman,1,1
2590,Software,1,1,3.6,Man,2,1
2600,Software,1,1,2.7,Man,1,1
2610,Software,1,0,1.6,Woman,0,0
2620,Data,1,0,2.5,Woman,1,1
2630,Data,0,1,2,Woman,2,1
2640,Software,0,1,1.9,Woman,1,1
2650,Data,0,1,2.8,Man,1,1
2660,Software,1,1,3,Woman,1,1
2670,Software,0,1,2.1,Man,1,1
2680,Software,0,1,2.6,Man,1,1
2690,Software,0,1,2,Woman,1,0
2700,Software,1,1,3.1,Man,2,2
2710,Software,0,1,1.9,Man,2,0
2720,Software,1,1,2.9,Man,1,1
2730,Data,1,0,2.7,Woman,1,1
2740,Software,0,0,2.6,Man,2,1
2750,Software,1,0,3.4,Woman,1,1
2760,Data,1,1,2.5,Man,1,1
2770,Data,1,0,2,Man,1,1
2780,Software,1,0,3.4,Woman,2,1
2790,Data,1,0,3.2,Man,1,1
2800,Data,0,1,2.6,Man,2,1
2810,Data,0,1,3.1,Woman,2,1
2820,Software,0,1,1.9,Man,1,0
2830,Data,0,1,2.9,Man,1,1
2840,Data,0,1,2.5,Woman,2,1
2850,Software,0,0,2.3,Man,1,0
2860,Data,1,1,3.2,Man,1,2
2870,Data,1,1,4,Woman,1,1
2880,Data,1,1,2.4,Woman,1,1
2890,Software,0,1,3.5,Man,2,1
2900,Software,1,1,2.6,Man,0,1
2910,Data,1,1,3.3,Woman,1,2
2920,Data,0,1,3.1,Man,1,1
2930,Software,1,0,2.8,Man,2,1
2940,Software,0,1,2.1,Man,0,0
2950,Data,1,1,3.3,Woman,1,1
2960,Software,0,0,1.9,Man,1,0
2970,Software,1,1,2.6,Man,1,1
2980,Software,1,1,2.5,Woman,1,1
2990,Software,0,1,2.2,Woman,1,1
3000,Software,0,1,2.1,Man,0,1
3010,Data,1,1,2.2,Man,1,1
3020,Software,0,1,1.8,Woman,1,0
3030,Data,1,1,3.7,Man,2,1
3040,Software,1,1,2.9,Man,2,1
3050,Software,1,1,1.9,Man,1,1
3060,Data,1,1,3.8,Man,1,1
3070,Software,0,1,2.1,Woman,2,1
3080,Data,0,0,1.9,Man,0,0
3090,Data,1,1,3.4,Man,1,2
3100,Data,0,1,2.1,Man,2,1
3110,Data,0,1,2.3,Man,1,1
3120,Data,1,1,2.8,Woman,1,0
3130,Data,1,1,2.3,Woman,1,1
3140,Software,0,0,1.9,Woman,2,1
3150,Data,1,1,2.2,Man,1,1
3160,Data,1,1,2.4,Man,1,1
3170,Software,1,1,2.9,Woman,1,2
3180,Software,1,1,3.5,Woman,1,1
3190,Data,1,1,3.8,Man,1,2
3200,Software,1,1,3.6,Woman,2,2
3210,Data,0,0,1.8,Woman,1,0
3220,Software,1,1,3.1,Woman,2,1
3230,Data,1,1,3.2,Man,2,1
3240,Software,1,1,1.6,Woman,0,1
3250,Data,1,1,3.8,Man,1,1
3260,Software,1,1,2.7,Woman,2,0
3270,Software,0,1,2.2,Man,0,1
3280,Software,1,1,3.6,Woman,2,1
3290,Software,0,1,2.1,Woman,0,1
3300,Software,1,1,3.5,Woman,2,2
3310,Software,1,1,3.1,Woman,2,1
3320,Data,1,1,2.6,Woman,1,1
3330,Data,0,1,1.7,Woman,1,0
3340,Software,0,1,1.5,Man,0,0
3350,Software,0,1,2.8,Woman,1,1
3360,Software,1,1,2.8,Man,1,1
3370,Data,1,1,2,Man,1,0
3380,Software,0,1,3.3,Man,1,2
3390,Data,1,1,3.9,Man,2,2
3400,Software,1,1,2.8,Woman,2,1
3410,Data,0,1,1.9,Man,0,1
3420,Software,0,1,2.9,Man,2,2
3430,Data,0,1,3.4,Woman,1,2
3440,Data,1,1,3.2,Man,2,1
3450,Software,0,1,2.1,Woman,1,1
3460,Software,0,1,2.4,Woman,2,1
3470,Software,1,1,2.3,Woman,1,1
3480,Software,1,1,3.8,Woman,1,2
3490,Software,1,1,2,Woman,1,1
3500,Data,1,1,3.2,Woman,2,1
3510,Software,1,1,1.8,Woman,0,1
3520,Software,0,0,1.8,Man,1,1
3530,Software,0,1,1.7,Woman,1,1
3540,Software,1,1,3.8,Woman,2,2
3550,Data,0,1,2.2,Man,1,0
3560,Software,1,1,3.7,Man,2,2
3570,Software,1,1,3.4,Man,2,1
3580,Software,1,1,3.5,Woman,1,2
3590,Data,1,1,2,Woman,2,0
3600,Software,0,1,1.6,Woman,1,1
3610,Software,0,1,1.6,Man,1,1
3620,Software,1,1,2.2,Man,1,1
3630,Data,1,1,2.4,Prefer not to say,1,0
3640,Software,1,1,3.3,Man,1,1
3650,Software,0,1,2.1,Woman,1,1
3660,Software,0,1,2.8,Man,1,1
3670,Data,1,1,3.4,Woman,2,1
3680,Software,1,1,3.1,Man,2,1
3690,Software,1,1,2,Man,2,1
3700,Data,1,1,4,Woman,1,2
3710,Software,0,1,1.5,Woman,1,1
3720,Software,1,1,2,Woman,1,1
3730,Software,1,0,3.1,Man,2,1
3740,Data,1,1,1.5,Man,0,0
3750,Software,0,1,1.6,Man,1,1
3760,Data,1,1,3,Woman,1,1
3770,Data,0,1,2.9,Woman,1,0
3780,Software,0,1,2.1,Man,1,1
3790,Data,1,1,3.8,Man,1,1
3800,Software,1,1,3.2,Woman,1,1
3810,Software,1,1,3.1,Woman,2,2
3820,Data,1,0,2,Man,1,0
3830,Software,1,1,2.7,Woman,2,1
3840,Data,1,1,4,Woman,1,1
3850,Software,1,1,4,Woman,1,2
3860,Data,1,1,2.6,Man,2,1
3870,Software,1,1,3.3,Woman,1,1
3880,Data,1,1,2.3,Man,1,0
3890,Data,1,1,3.6,Man,1,1
3900,Software,1,1,2.6,Man,2,1
3910,Data,1,1,4,Man,2,2
3920,Software,1,1,3.5,Woman,2,1
3930,Software,1,1,2.7,Man,1,0
3940,Software,1,1,2.8,Man,1,1
3950,Data,1,1,2.4,Prefer not to say,1,1
3960,Software,1,1,1.6,Woman,1,1
3970,Data,1,1,2.6,Woman,2,0
3980,Software,0,0,2.7,Man,1,0
3990,Data,0,1,2.2,Man,1,1
4000,Software,1,1,3.4,Woman,2,1
4010,Data,0,1,2.3,Woman,1,1
4020,Software,1,0,2.8,Woman,1,1
4030,Data,0,0,2.7,Man,1,1
4040,Software,1,1,3.4,Woman,2,2
4050,Data,1,1,1.9,Man,1,1
4060,Data,0,1,2.6,Man,1,1
4070,Software,1,1,2.8,Woman,2,1
4080,Data,0,0,2.7,Prefer not to say,1,0
4090,Data,1,1,2.8,Man,2,1
4100,Software,1,1,3.2,Man,1,1
4110,Data,1,1,2.4,Woman,2,1
4120,Software,1,1,3.6,Man,2,1
4130,Software,1,1,3.8,Man,1,1
4140,Software,1,1,1.8,Man,1,0
4150,Data,0,1,2,Woman,1,0
4160,Software,0,1,2.7,Woman,1,1
4170,Software,0,0,2.3,Man,1,1
4180,Data,0,1,2.7,Man,1,0
4190,Software,1,1,3,Man,1,1
4200,Data,0,1,2.1,Man,2,1
4210,Data,1,1,3.3,Woman,1,1
4220,Software,1,1,1.9,Man,2,1
4230,Data,1,1,3.2,Woman,2,1
4240,Data,0,1,2.2,Man,0,1
4250,Software,0,1,2.6,Woman,1,1
4260,Data,0,1,3.3,Man,2,1
4270,Software,0,1,2.7,Man,1,1
4280,Data,1,1,2.3,Woman,1,0
4290,Data,1,1,2.1,Man,1,1
4300,Data,1,1,2,Man,1,1
4310,Software,1,1,2.1,Man,1,1
4320,Software,0,1,2.9,Woman,1,0
4330,Software,1,1,3.3,Man,1,1
4340,Software,1,1,1.8,Man,1,1
4350,Software,0,1,2.8,Man,2,1
4360,Data,1,1,3.6,Woman,1,1
4370,Data,1,1,3.3,Woman,1,1
4380,Data,0,1,2.3,Man,1,1
4390,Software,1,1,1.8,Woman,0,0
4400,Data,1,1,2.9,Man,2,1
4410,Data,1,1,3.6,Woman,1,1
4420,Data,0,1,2.8,Woman,2,1
4430,Data,1,1,3.2,Man,1,1
4440,Software,0,1,2.7,Man,2,0
4450,Software,1,1,2.4,Man,1,0
4460,Data,1,1,3.9,Man,2,1
4470,Software,1,1,3.8,Woman,2,1
4480,Data,1,1,2,Woman,1,1
4490,Data,1,1,3.9,Man,2,1
4500,Data,1,1,3.7,Man,1,2
4510,Software,0,1,3.2,Man,2,1
4520,Software,1,1,2.8,Man,1,1
4530,Data,1,1,2.7,Woman,2,1
4540,Data,0,1,2,Woman,1,1
4550,Software,0,1,1.8,Man,0,0
4560,Software,1,1,2.7,Woman,1,0
4570,Software,1,1,2.3,Woman,2,0
4580,Software,1,1,3.4,Man,1,1
4590,Data,1,1,3.8,Man,2,2
4600,Software,1,1,2.3,Woman,2,0
4610,Software,1,1,3.6,Man,1,1
4620,Software,0,1,2.1,Woman,2,0
4630,Software,1,1,3.4,Woman,2,1
4640,Data,1,0,2.9,Man,2,1
4650,Software,1,0,2.6,Woman,1,1
4660,Data,1,1,3.6,Woman,1,2
4670,Software,0,1,2.2,Woman,2,0
4680,Data,0,1,2.7,Woman,1,1
4690,Software,1,1,3.5,Man,1,1
4700,Data,0,1,1.7,Man,1,0
4710,Data,1,1,2.5,Man,1,1
4720,Software,0,0,1.7,Woman,1,1
4730,Software,1,1,1.8,Man,0,1
4740,Software,1,1,2.1,Woman,1,1
4750,Software,1,0,2.2,Woman,2,0
4760,Software,1,1,2.2,Woman,1,1
4770,Software,0,1,2.4,Man,1,1
4780,Data,0,1,2.7,Man,1,0
4790,Software,0,1,3.7,Woman,2,2
4800,Software,1,1,3.4,Man,2,1
4810,Data,1,1,3.9,Woman,2,1
4820,Data,0,1,2.3,Man,1,1
4830,Data,1,1,3.6,Woman,2,1
4840,Software,1,1,1.8,Man,1,0
4850,Software,0,1,1.8,Prefer not to say,1,1
4860,Software,0,1,3.3,Woman,2,1
4870,Software,1,1,2.9,Woman,1,1
4880,Software,1,1,3,Woman,2,2
4890,Software,1,1,1.8,Man,1,1
4900,Software,1,1,3.7,Man,1,2
4910,Data,1,0,3.6,Man,1,1
4920,Data,0,1,1.6,Man,0,0
4930,Data,0,1,3.3,Woman,2,2
4940,Software,0,1,2.8,Woman,1,1
4950,Software,1,1,3.9,Man,1,1
4960,Software,1,1,3.8,Woman,2,1
4970,Software,0,1,2.6,Woman,1,1
4980,Software,0,1,3.4,Woman,1,1
4990,Software,1,1,2.8,Woman,2,1
5000,Software,0,1,2,Woman,1,1
5010,Data,1,1,3.3,Man,2,1
5020,Data,0,1,3.4,Man,1,1
5030,Software,1,1,3.3,Man,2,2
5040,Software,1,1,2,Woman,0,1
5050,Software,0,1,2.2,Woman,1,1
5060,Software,1,1,2.3,Man,1,1
5070,Data,0,1,2.9,Man,2,1
5080,Data,1,0,3.7,Man,2,1
5090,Data,0,1,3.7,Man,2,2
5100,Software,0,1,2.5,Man,1,1
5110,Software,1,1,3.3,Man,1,1
5120,Software,1,1,3.5,Man,2,1
5130,Software,1,1,3.3,Woman,2,2
5140,Software,1,1,2.5,Man,1,1
5150,Software,0,1,2.2,Woman,0,0
5160,Software,0,1,1.6,Man,0,1
5170,Data,1,1,3.2,Man,2,1
5180,Data,0,0,2,Man,1,0
5190,Software,1,1,3.1,Man,2,1
5200,Software,0,0,1.8,Woman,1,1
5210,Software,0,1,2.4,Woman,1,0
5220,Software,1,1,2.3,Man,1,0
5230,Software,0,1,3.5,Man,1,2
5240,Software,1,1,2.4,Man,1,1
5250,Data,0,0,2.6,Woman,1,1
5260,Software,1,1,2.6,Man,1,1
5270,Software,1,1,3,Man,2,1
5280,Software,0,1,2.5,Woman,2,1
5290,Data,1,1,3.9,Man,2,1
5300,Software,1,1,3.9,Woman,1,1
5310,Data,1,1,3.8,Woman,1,1
5320,Software,0,1,1.7,Man,1,1
5330,Data,1,1,2.7,Man,1,1
5340,Software,0,1,2.3,Woman,1,1
5350,Software,1,1,3.2,Man,1,1
5360,Software,1,1,3.1,Woman,2,1
5370,Data,1,1,3.6,Woman,1,2
5380,Data,1,1,3.9,Man,1,1
5390,Software,1,1,2.9,Woman,1,1
5400,Software,1,1,2.8,Woman,1,2
5410,Software,1,1,3.9,Woman,2,2
5420,Data,1,1,3.7,Man,1,2
5430,Data,1,0,2.5,Woman,1,1
5440,Data,1,0,1.6,Man,0,1
5450,Software,1,1,3.4,Man,2,1
5460,Data,1,1,3.8,Woman,2,1
5470,Software,0,0,2.4,Woman,2,1
5480,Software,1,1,2.1,Man,1,0
5490,Software,0,1,1.7,Woman,1,1
5500,Data,1,1,2.5,Woman,2,1
5510,Data,1,0,2,Woman,0,0
5520,Software,0,1,1.8,Man,0,1
5530,Data,0,1,2.1,Woman,1,0
5540,Software,1,1,2.9,Woman,1,1
5550,Software,1,1,1.9,Man,1,1
5560,Data,1,1,3.9,Woman,1,1
5570,Software,1,1,3.9,Woman,2,1
5580,Data,1,1,4,Woman,1,2
5590,Software,1,1,3.3,Woman,1,1
5600,Software,0,1,1.9,Woman,2,0
5610,Software,0,0,1.5,Woman,1,1
5620,Software,1,1,3.2,Woman,1,1
5630,Data,1,1,3.2,Prefer not to say,1,1
5640,Data,1,1,3.8,Woman,2,1
5650,Data,0,1,2.5,Man,0,1
5660,Software,0,1,2.6,Woman,1,1
5670,Data,0,1,2.8,Woman,2,1
5680,Software,0,1,2.5,Man,1,1
5690,Software,1,1,1.7,Woman,1,1
5700,Data,1,1,2.5,Woman,1,0
5710,Software,1,0,2,Man,0,1
5720,Software,0,1,3.3,Woman,2,1
5730,Data,0,1,1.5,Woman,0,0
5740,Data,1,1,3.8,Woman,2,1
5750,Software,1,1,3.8,Man,1,2
5760,Data,1,1,3.4,Woman,1,2
5770,Software,1,1,3.9,Man,1,2
5780,Software,0,1,3.1,Woman,2,1
5790,Data,1,1,3.1,Man,1,1
5800,Data,0,1,2.5,Woman,1,1
5810,Software,1,1,1.7,Woman,1,1
5820,Software,0,1,3.2,Man,2,2
5830,Data,1,1,1.8,Woman,1,1
5840,Data,0,1,2.2,Man,1,0
5850,Software,0,0,3.1,Woman,2,1
5860,Software,1,1,2.5,Man,1,0
5870,Data,0,1,1.7,Woman,0,1
5880,Data,1,1,3.7,Woman,1,2
5890,Data,1,1,2.5,Woman,0,1
5900,Software,1,1,3.2,Woman,2,1
5910,Software,1,1,1.6,Man,0,1
5920,Software,1,0,3,Woman,2,0
5930,Data,0,1,2.2,Woman,1,0
5940,Software,1,1,2.5,Woman,1,1
5950,Software,1,1,1.9,Woman,0,0
5960,Software,1,1,3.6,Woman,1,1
5970,Data,1,1,1.9,Woman,1,1
5980,Data,1,1,3.8,Woman,2,1
5990,Data,1,1,3.7,Woman,1,1
6000,Software,0,1,2,Man,1,1
6010,Software,1,1,2.8,Woman,1,1
6020,Software,0,1,2.8,Woman,1,1
6030,Software,1,1,1.9,Man,0,0
6040,Software,1,1,2.8,Woman,2,1
6050,Data,1,0,2.1,Woman,0,1
6060,Software,0,1,2.2,Man,1,1
6070,Software,0,0,2.8,Man,1,1
6080,Software,0,0,1.9,Woman,1,1
6090,Data,1,0,3.8,Prefer not to say,1,1
6100,Data,1,1,2.7,Woman,1,1
6110,Data,1,1,3,Woman,1,1
6120,Data,1,1,3.4,Man,1,2
6130,Data,1,1,3,Man,2,1
6140,Software,1,1,3.8,Woman,1,1
6150,Data,0,1,1.7,Man,0,1
6160,Software,0,1,1.6,Man,1,0
6170,Data,1,1,2.9,Man,1,1
6180,Software,0,1,2.1,Woman,2,0
6190,Data,1,1,3.1,Man,1,1
6200,Data,1,1,2.4,Woman,1,1
6210,Software,1,1,1.6,Man,0,0
6220,Software,1,1,1.6,Woman,0,1
6230,Data,1,1,3.9,Woman,1,1
6240,Data,0,1,2.1,Man,2,1
6250,Software,0,0,1.5,Woman,1,1
6260,Software,0,0,2,Man,1,1
6270,Data,0,0,1.6,Man,1,1
6280,Data,0,1,2.1,Woman,0,1
6290,Software,0,1,2.5,Man,1,2
6300,Software,0,0,1.5,Man,1,1
6310,Software,0,0,2.4,Man,0,0
6320,Data,0,1,3,Man,2,1
6330,Software,1,1,3,Man,1,1
6340,Data,1,1,2.2,Man,1,1
6350,Software,1,1,3.2,Man,1,1
6360,Software,1,1,3.8,Man,2,1
6370,Software,0,1,1.5,Woman,1,1
6380,Software,1,1,3.5,Woman,2,2
6390,Software,1,1,3.5,Man,2,2
6400,Software,0,1,1.7,Woman,1,1
6410,Software,1,1,2.9,Woman,1,1
6420,Software,1,1,2.8,Woman,2,1
6430,Data,1,1,1.8,Woman,1,0
6440,Software,1,1,2.2,Man,1,1
6450,Software,1,1,2.4,Man,1,1
6460,Software,1,1,3.5,Man,2,1
6470,Software,1,1,1.9,Woman,1,1
6480,Data,1,1,2.8,Man,1,1
6490,Data,1,1,3.4,Man,1,1
6500,Software,0,1,2.2,Woman,1,1
6510,Software,1,0,2.6,Woman,2,2
6520,Data,1,1,3.2,Woman,1,1
6530,Data,0,0,1.6,Woman,0,1
6540,Data,1,1,2.9,Man,1,1
6550,Software,0,1,3.8,Woman,2,1
6560,Software,1,1,2.6,Woman,1,1
6570,Software,1,1,3.8,Man,2,1
6580,Software,1,1,3.9,Woman,2,1
6590,Software,1,1,3.2,Woman,2,1
6600,Data,1,1,2.2,Man,1,1
6610,Software,1,0,2,Woman,1,0
6620,Data,1,1,2.3,Man,1,1
6630,Software,1,1,3.6,Man,2,1
6640,Software,0,1,1.7,Woman,1,0
6650,Software,0,1,2,Prefer not to say,1,1
6660,Software,0,1,2.7,Man,1,1
6670,Software,1,1,2.3,Man,1,1
6680,Software,1,1,3.5,Woman,1,1
6690,Data,1,1,3.7,Man,1,1
6700,Data,0,1,1.5,Woman,1,1
6710,Software,1,0,3.6,Man,1,1
6720,Software,1,1,2.5,Woman,2,1
6730,Software,1,1,3.2,Man,2,1
6740,Data,0,1,1.8,Man,1,1
6750,Software,1,1,2.7,Woman,1,1
6760,Data,1,1,3.8,Woman,1,1
6770,Data,1,1,2.9,Woman,1,1
6780,Data,1,1,3.8,Woman,1,2
6790,Data,1,1,3.4,Man,2,2
6800,Data,1,1,3.1,Man,2,1
6810,Software,1,1,3.5,Man,2,2
6820,Software,1,1,3.8,Woman,2,1
6830,Software,0,1,1.9,Woman,1,1
6840,Software,1,1,2,Woman,1,1
6850,Software,1,1,1.7,Man,1,1
6860,Data,1,1,3.6,Woman,1,2
6870,Software,1,1,3.5,Man,2,1
6880,Data,0,1,2.2,Woman,1,1
6890,Software,0,1,2.6,Man,2,1
6900,Software,1,1,3.1,Man,1,1
6910,Data,0,1,2.4,Woman,1,1
6920,Data,0,1,2.5,Woman,1,1
6930,Data,1,1,3.8,Woman,1,2
6940,Software,1,0,2.5,Man,2,1
6950,Data,0,0,1.7,Woman,1,0
6960,Software,0,1,3.3,Man,1,1
6970,Data,1,1,3.2,Woman,1,1
6980,Data,0,1,1.7,Man,1,1
6990,Software,0,1,1.6,Woman,0,1
7000,Data,1,1,2.5,Man,1,1
7010,Software,1,0,1.5,Woman,0,0
7020,Software,1,1,2.9,Man,1,1
7030,Data,1,1,3.9,Man,1,1
7040,Data,1,1,2.4,Man,1,1
7050,Software,1,0,2.1,Woman,2,1
7060,Software,1,1,2.9,Man,1,1
7070,Software,0,0,1.8,Man,1,1
7080,Data,1,1,2.4,Woman,1,1
7090,Software,1,1,2.3,Woman,0,0
7100,Data,1,1,3.9,Man,2,1
7110,Software,1,1,3.8,Man,2,1
7120,Data,1,1,3.4,Man,1,1
7130,Data,1,1,3.4,Man,1,2
